ancestor_concept_id	descendant_concept_id	min_levels_of_separation	max_levels_of_separation
444134	444134	0	0
444135	444135	0	0
444136	444136	0	0
444137	444137	0	0
444138	444138	0	0
4021175	4021175	0	0
4020922	4020922	0	0
4020925	4020925	0	0
4024300	4024300	0	0
4024157	4024157	0	0
4024172	4024172	0	0
4024223	4024223	0	0
4024229	4024229	0	0
4024230	4024230	0	0
4024067	4024067	0	0
4024121	4024121	0	0
4024124	4024124	0	0
4023929	4023929	0	0
4023930	4023930	0	0
4023931	4023931	0	0
4023948	4023948	0	0
4023963	4023963	0	0
4023970	4023970	0	0
4023979	4023979	0	0
441194	441194	0	0
441201	441201	0	0
441205	441205	0	0
441413	441413	0	0
441464	441464	0	0
441466	441466	0	0
441468	441468	0	0
441470	441470	0	0
441471	441471	0	0
441481	441481	0	0
441482	441482	0	0
4023057	4023057	0	0
4023060	4023060	0	0
4023061	4023061	0	0
4022902	4022902	0	0
4022903	4022903	0	0
4022987	4022987	0	0
4022672	4022672	0	0
4026105	4026105	0	0
4026106	4026106	0	0
4026110	4026110	0	0
4026134	4026134	0	0
4026171	4026171	0	0
4026018	4026018	0	0
4025820	4025820	0	0
4025821	4025821	0	0
4025823	4025823	0	0
4025824	4025824	0	0
4025825	4025825	0	0
4025829	4025829	0	0
4025844	4025844	0	0
4025861	4025861	0	0
4025672	4025672	0	0
4025674	4025674	0	0
4025608	4025608	0	0
4025653	4025653	0	0
4025508	4025508	0	0
4025354	4025354	0	0
4025388	4025388	0	0
4025413	4025413	0	0
4025114	4025114	0	0
4025117	4025117	0	0
4025118	4025118	0	0
4025121	4025121	0	0
4025127	4025127	0	0
4025160	4025160	0	0
4025178	4025178	0	0
4024964	4024964	0	0
4024970	4024970	0	0
4024991	4024991	0	0
4024797	4024797	0	0
4024816	4024816	0	0
4024545	4024545	0	0
4024559	4024559	0	0
4024622	4024622	0	0
4024625	4024625	0	0
4024627	4024627	0	0
4004006	4004006	0	0
4004007	4004007	0	0
4004009	4004009	0	0
4004010	4004010	0	0
4004011	4004011	0	0
4004012	4004012	0	0
4004014	4004014	0	0
4004015	4004015	0	0
4004016	4004016	0	0
4004017	4004017	0	0
4004018	4004018	0	0
4004020	4004020	0	0
4004021	4004021	0	0
4004022	4004022	0	0
4004023	4004023	0	0
4027256	4027256	0	0
4027259	4027259	0	0
4027260	4027260	0	0
4027261	4027261	0	0
4027262	4027262	0	0
4027263	4027263	0	0
4027264	4027264	0	0
4027272	4027272	0	0
4027235	4027235	0	0
4027238	4027238	0	0
4027110	4027110	0	0
4027134	4027134	0	0
4007137	4007137	0	0
4007139	4007139	0	0
4007140	4007140	0	0
4007141	4007141	0	0
4007142	4007142	0	0
4007143	4007143	0	0
4007144	4007144	0	0
4007145	4007145	0	0
4007146	4007146	0	0
4007147	4007147	0	0
4006785	4006785	0	0
4006845	4006845	0	0
4006962	4006962	0	0
4006630	4006630	0	0
4006634	4006634	0	0
4006643	4006643	0	0
4006655	4006655	0	0
4006656	4006656	0	0
4006667	4006667	0	0
4006431	4006431	0	0
4006444	4006444	0	0
4006490	4006490	0	0
4006491	4006491	0	0
4006492	4006492	0	0
4006621	4006621	0	0
4006622	4006622	0	0
4006623	4006623	0	0
4006624	4006624	0	0
4006625	4006625	0	0
4006626	4006626	0	0
4006627	4006627	0	0
4006628	4006628	0	0
4006629	4006629	0	0
4006069	4006069	0	0
439570	439570	0	0
4004669	4004669	0	0
4004670	4004670	0	0
4004671	4004671	0	0
4004673	4004673	0	0
4004674	4004674	0	0
4004675	4004675	0	0
4004676	4004676	0	0
4004677	4004677	0	0
4004678	4004678	0	0
4004679	4004679	0	0
4004680	4004680	0	0
4004681	4004681	0	0
4004682	4004682	0	0
4004683	4004683	0	0
4004684	4004684	0	0
4004685	4004685	0	0
4004686	4004686	0	0
4004688	4004688	0	0
4004452	4004452	0	0
4004486	4004486	0	0
4004530	4004530	0	0
4004238	4004238	0	0
4004294	4004294	0	0
4004323	4004323	0	0
4004324	4004324	0	0
4004325	4004325	0	0
4004326	4004326	0	0
4004327	4004327	0	0
4004328	4004328	0	0
4004329	4004329	0	0
4004331	4004331	0	0
4004332	4004332	0	0
4004333	4004333	0	0
4004334	4004334	0	0
4004351	4004351	0	0
4004356	4004356	0	0
4004159	4004159	0	0
4004160	4004160	0	0
4004161	4004161	0	0
4004162	4004162	0	0
4004163	4004163	0	0
4004164	4004164	0	0
4004165	4004165	0	0
4004166	4004166	0	0
4004167	4004167	0	0
4004168	4004168	0	0
4004169	4004169	0	0
4004170	4004170	0	0
4004171	4004171	0	0
4004172	4004172	0	0
4004173	4004173	0	0
4004174	4004174	0	0
4004175	4004175	0	0
4004176	4004176	0	0
4005333	4005333	0	0
4027948	4027948	0	0
4027863	4027863	0	0
4027869	4027869	0	0
4027879	4027879	0	0
4027884	4027884	0	0
4027885	4027885	0	0
4027886	4027886	0	0
4024022	4024022	0	0
4024044	4024044	0	0
4023866	4023866	0	0
4023903	4023903	0	0
4023904	4023904	0	0
4023905	4023905	0	0
4023906	4023906	0	0
4023907	4023907	0	0
4023908	4023908	0	0
4023926	4023926	0	0
4023927	4023927	0	0
4023776	4023776	0	0
4023787	4023787	0	0
4023791	4023791	0	0
4023795	4023795	0	0
4023803	4023803	0	0
4023831	4023831	0	0
4023771	4023771	0	0
4023774	4023774	0	0
4023548	4023548	0	0
4023549	4023549	0	0
4023582	4023582	0	0
4023583	4023583	0	0
4023585	4023585	0	0
4023589	4023589	0	0
4023594	4023594	0	0
4023604	4023604	0	0
439362	439362	0	0
439364	439364	0	0
439365	439365	0	0
4004849	4004849	0	0
4004850	4004850	0	0
4004851	4004851	0	0
4004883	4004883	0	0
4004951	4004951	0	0
4004971	4004971	0	0
4004972	4004972	0	0
4004973	4004973	0	0
4004974	4004974	0	0
4004975	4004975	0	0
4004976	4004976	0	0
4005006	4005006	0	0
4004761	4004761	0	0
4004812	4004812	0	0
4004813	4004813	0	0
4004814	4004814	0	0
4004815	4004815	0	0
4004816	4004816	0	0
4004817	4004817	0	0
4004819	4004819	0	0
4004820	4004820	0	0
4004821	4004821	0	0
4004822	4004822	0	0
4024628	4024628	0	0
4024642	4024642	0	0
4024646	4024646	0	0
4024647	4024647	0	0
4024648	4024648	0	0
439492	439492	0	0
439493	439493	0	0
439494	439494	0	0
439495	439495	0	0
439496	439496	0	0
439497	439497	0	0
4005656	4005656	0	0
4005659	4005659	0	0
4005669	4005669	0	0
4005336	4005336	0	0
4005337	4005337	0	0
4005338	4005338	0	0
4005339	4005339	0	0
4005340	4005340	0	0
4005341	4005341	0	0
4005342	4005342	0	0
4005343	4005343	0	0
4005344	4005344	0	0
4005345	4005345	0	0
4005377	4005377	0	0
4005470	4005470	0	0
4005471	4005471	0	0
4005472	4005472	0	0
4005473	4005473	0	0
4005474	4005474	0	0
4005475	4005475	0	0
4005476	4005476	0	0
4005477	4005477	0	0
4005478	4005478	0	0
4005479	4005479	0	0
4005480	4005480	0	0
4005182	4005182	0	0
4005214	4005214	0	0
4005245	4005245	0	0
4005309	4005309	0	0
4005310	4005310	0	0
4005311	4005311	0	0
4005312	4005312	0	0
4005313	4005313	0	0
4005314	4005314	0	0
4005315	4005315	0	0
4005316	4005316	0	0
4005318	4005318	0	0
4005319	4005319	0	0
4005320	4005320	0	0
4005321	4005321	0	0
4005322	4005322	0	0
4005323	4005323	0	0
4005324	4005324	0	0
4005325	4005325	0	0
4005326	4005326	0	0
4006130	4006130	0	0
4006141	4006141	0	0
4006215	4006215	0	0
4006238	4006238	0	0
4006342	4006342	0	0
4005960	4005960	0	0
4005961	4005961	0	0
4005962	4005962	0	0
4005963	4005963	0	0
4005965	4005965	0	0
4005966	4005966	0	0
4005968	4005968	0	0
4005969	4005969	0	0
4005970	4005970	0	0
4005971	4005971	0	0
4005973	4005973	0	0
4005974	4005974	0	0
4005975	4005975	0	0
4007766	4007766	0	0
4007767	4007767	0	0
443031	443031	0	0
443032	443032	0	0
443033	443033	0	0
4009055	4009055	0	0
4009056	4009056	0	0
4009057	4009057	0	0
4009058	4009058	0	0
4009059	4009059	0	0
4009060	4009060	0	0
4009061	4009061	0	0
4009062	4009062	0	0
4009063	4009063	0	0
4008773	4008773	0	0
4008774	4008774	0	0
4008775	4008775	0	0
4008776	4008776	0	0
4008777	4008777	0	0
4008902	4008902	0	0
4008903	4008903	0	0
4008904	4008904	0	0
4008905	4008905	0	0
4008906	4008906	0	0
4008907	4008907	0	0
4008908	4008908	0	0
4008910	4008910	0	0
4008911	4008911	0	0
4008912	4008912	0	0
4008913	4008913	0	0
4008914	4008914	0	0
4008915	4008915	0	0
4008916	4008916	0	0
4008917	4008917	0	0
4008918	4008918	0	0
4008919	4008919	0	0
4027887	4027887	0	0
4027888	4027888	0	0
4027890	4027890	0	0
4007454	4007454	0	0
4007480	4007480	0	0
4007603	4007603	0	0
4007605	4007605	0	0
4007606	4007606	0	0
4007608	4007608	0	0
4007609	4007609	0	0
4007610	4007610	0	0
4007612	4007612	0	0
4007613	4007613	0	0
4007614	4007614	0	0
4007299	4007299	0	0
4007300	4007300	0	0
4007380	4007380	0	0
4007384	4007384	0	0
4007388	4007388	0	0
4007148	4007148	0	0
4007149	4007149	0	0
4007150	4007150	0	0
4007151	4007151	0	0
4007152	4007152	0	0
4007153	4007153	0	0
4007154	4007154	0	0
4007155	4007155	0	0
4007157	4007157	0	0
4007277	4007277	0	0
4007278	4007278	0	0
4007279	4007279	0	0
4007280	4007280	0	0
4007281	4007281	0	0
4007282	4007282	0	0
4007283	4007283	0	0
4007284	4007284	0	0
4007286	4007286	0	0
4007287	4007287	0	0
4007288	4007288	0	0
4007290	4007290	0	0
4007291	4007291	0	0
4007292	4007292	0	0
4007293	4007293	0	0
4007294	4007294	0	0
4007295	4007295	0	0
4007296	4007296	0	0
4007297	4007297	0	0
4007298	4007298	0	0
4007050	4007050	0	0
4007105	4007105	0	0
4007119	4007119	0	0
4007120	4007120	0	0
4007121	4007121	0	0
4007122	4007122	0	0
4007123	4007123	0	0
4007124	4007124	0	0
4007125	4007125	0	0
4007126	4007126	0	0
4008593	4008593	0	0
4008594	4008594	0	0
4008200	4008200	0	0
4004823	4004823	0	0
4004824	4004824	0	0
4004825	4004825	0	0
4004826	4004826	0	0
4004827	4004827	0	0
4004828	4004828	0	0
4004829	4004829	0	0
4004831	4004831	0	0
4004832	4004832	0	0
4004833	4004833	0	0
4004834	4004834	0	0
4004835	4004835	0	0
4004836	4004836	0	0
4004837	4004837	0	0
4004838	4004838	0	0
4004840	4004840	0	0
4004841	4004841	0	0
4004843	4004843	0	0
4004844	4004844	0	0
4004845	4004845	0	0
4004848	4004848	0	0
4004565	4004565	0	0
4004576	4004576	0	0
4004651	4004651	0	0
4004653	4004653	0	0
4004654	4004654	0	0
4004655	4004655	0	0
4004656	4004656	0	0
4004657	4004657	0	0
4004658	4004658	0	0
4005976	4005976	0	0
4005977	4005977	0	0
4005978	4005978	0	0
4024651	4024651	0	0
4024652	4024652	0	0
4024653	4024653	0	0
4024654	4024654	0	0
4024668	4024668	0	0
4024353	4024353	0	0
4024413	4024413	0	0
4024427	4024427	0	0
4024234	4024234	0	0
4007936	4007936	0	0
4007937	4007937	0	0
4007938	4007938	0	0
4007953	4007953	0	0
4007773	4007773	0	0
4007774	4007774	0	0
4007775	4007775	0	0
4007776	4007776	0	0
4007777	4007777	0	0
4007778	4007778	0	0
4007779	4007779	0	0
4007780	4007780	0	0
4007781	4007781	0	0
4007782	4007782	0	0
4007783	4007783	0	0
4007784	4007784	0	0
4007785	4007785	0	0
4007786	4007786	0	0
4007787	4007787	0	0
4007788	4007788	0	0
4005327	4005327	0	0
4005328	4005328	0	0
4005329	4005329	0	0
4005330	4005330	0	0
4005331	4005331	0	0
4005332	4005332	0	0
4007127	4007127	0	0
4007129	4007129	0	0
4017693	4017693	0	0
4017694	4017694	0	0
4017695	4017695	0	0
4017696	4017696	0	0
4017697	4017697	0	0
4017698	4017698	0	0
4017699	4017699	0	0
4017701	4017701	0	0
4017702	4017702	0	0
4017703	4017703	0	0
4017704	4017704	0	0
4008613	4008613	0	0
4008614	4008614	0	0
4008615	4008615	0	0
4008616	4008616	0	0
4008730	4008730	0	0
4008743	4008743	0	0
4008744	4008744	0	0
4008745	4008745	0	0
4008746	4008746	0	0
4008747	4008747	0	0
4008748	4008748	0	0
4008749	4008749	0	0
4008750	4008750	0	0
4008751	4008751	0	0
4008752	4008752	0	0
4008754	4008754	0	0
4008755	4008755	0	0
4008756	4008756	0	0
4008757	4008757	0	0
4008758	4008758	0	0
4008759	4008759	0	0
4008760	4008760	0	0
4008761	4008761	0	0
4008762	4008762	0	0
4008763	4008763	0	0
4008764	4008764	0	0
4008765	4008765	0	0
4008766	4008766	0	0
4008767	4008767	0	0
4008768	4008768	0	0
4008769	4008769	0	0
4008770	4008770	0	0
4008771	4008771	0	0
4008772	4008772	0	0
4008454	4008454	0	0
4008455	4008455	0	0
4008456	4008456	0	0
4008457	4008457	0	0
4008458	4008458	0	0
4008459	4008459	0	0
4008581	4008581	0	0
4008582	4008582	0	0
4008920	4008920	0	0
4008921	4008921	0	0
4008922	4008922	0	0
4008923	4008923	0	0
4008924	4008924	0	0
4008925	4008925	0	0
4008926	4008926	0	0
4008927	4008927	0	0
4008928	4008928	0	0
4008929	4008929	0	0
4008930	4008930	0	0
4008931	4008931	0	0
4008932	4008932	0	0
4008933	4008933	0	0
4008934	4008934	0	0
4008935	4008935	0	0
4008936	4008936	0	0
4008595	4008595	0	0
4008596	4008596	0	0
4008597	4008597	0	0
4008598	4008598	0	0
4008599	4008599	0	0
4008600	4008600	0	0
4008601	4008601	0	0
4010608	4010608	0	0
4010425	4010425	0	0
442399	442399	0	0
439985	439985	0	0
439987	439987	0	0
439990	439990	0	0
440006	440006	0	0
440007	440007	0	0
440012	440012	0	0
440071	440071	0	0
440121	440121	0	0
440278	440278	0	0
440279	440279	0	0
440280	440280	0	0
440287	440287	0	0
440288	440288	0	0
440289	440289	0	0
440290	440290	0	0
439508	439508	0	0
439509	439509	0	0
439510	439510	0	0
439511	439511	0	0
4009938	4009938	0	0
4009664	4009664	0	0
4009665	4009665	0	0
4009666	4009666	0	0
4009667	4009667	0	0
4009668	4009668	0	0
4009669	4009669	0	0
4009695	4009695	0	0
4009728	4009728	0	0
4009820	4009820	0	0
4009508	4009508	0	0
4009509	4009509	0	0
4009510	4009510	0	0
4009511	4009511	0	0
4009512	4009512	0	0
4009566	4009566	0	0
4009584	4009584	0	0
4009602	4009602	0	0
4009659	4009659	0	0
4009660	4009660	0	0
4009661	4009661	0	0
4009662	4009662	0	0
4009663	4009663	0	0
4009360	4009360	0	0
4009376	4009376	0	0
4009377	4009377	0	0
4009378	4009378	0	0
4009379	4009379	0	0
4009432	4009432	0	0
4009505	4009505	0	0
4009507	4009507	0	0
4009105	4009105	0	0
4009134	4009134	0	0
4009162	4009162	0	0
4009181	4009181	0	0
4009219	4009219	0	0
4009220	4009220	0	0
4009221	4009221	0	0
4009222	4009222	0	0
4009223	4009223	0	0
4009224	4009224	0	0
4009225	4009225	0	0
4009226	4009226	0	0
4009227	4009227	0	0
4009228	4009228	0	0
4009229	4009229	0	0
4009273	4009273	0	0
4009315	4009315	0	0
4008937	4008937	0	0
4008938	4008938	0	0
4008939	4008939	0	0
4008947	4008947	0	0
4008948	4008948	0	0
4007789	4007789	0	0
4007790	4007790	0	0
4007791	4007791	0	0
4007793	4007793	0	0
4007794	4007794	0	0
4007795	4007795	0	0
4007796	4007796	0	0
4007797	4007797	0	0
4007798	4007798	0	0
4007799	4007799	0	0
4007800	4007800	0	0
4007801	4007801	0	0
4007616	4007616	0	0
4007617	4007617	0	0
4007618	4007618	0	0
4007619	4007619	0	0
4007620	4007620	0	0
4007622	4007622	0	0
4007623	4007623	0	0
4007624	4007624	0	0
4007625	4007625	0	0
4007626	4007626	0	0
4007627	4007627	0	0
4007628	4007628	0	0
4007629	4007629	0	0
4007630	4007630	0	0
4007631	4007631	0	0
4007633	4007633	0	0
4007634	4007634	0	0
4007733	4007733	0	0
4007762	4007762	0	0
4007763	4007763	0	0
4007764	4007764	0	0
4007765	4007765	0	0
4008602	4008602	0	0
4008603	4008603	0	0
4008604	4008604	0	0
442490	442490	0	0
442491	442491	0	0
442492	442492	0	0
442493	442493	0	0
442494	442494	0	0
444139	444139	0	0
444140	444140	0	0
444141	444141	0	0
444142	444142	0	0
444145	444145	0	0
4008583	4008583	0	0
4008584	4008584	0	0
4008585	4008585	0	0
4008586	4008586	0	0
4008587	4008587	0	0
4008588	4008588	0	0
4008589	4008589	0	0
4008590	4008590	0	0
4008592	4008592	0	0
4009046	4009046	0	0
441486	441486	0	0
441490	441490	0	0
441492	441492	0	0
441740	441740	0	0
441743	441743	0	0
441747	441747	0	0
441749	441749	0	0
441750	441750	0	0
439611	439611	0	0
439612	439612	0	0
439613	439613	0	0
439614	439614	0	0
439615	439615	0	0
439616	439616	0	0
439618	439618	0	0
439619	439619	0	0
439621	439621	0	0
439622	439622	0	0
439623	439623	0	0
439624	439624	0	0
439625	439625	0	0
439626	439626	0	0
439627	439627	0	0
439628	439628	0	0
439629	439629	0	0
439630	439630	0	0
439631	439631	0	0
439632	439632	0	0
439633	439633	0	0
439634	439634	0	0
439635	439635	0	0
439636	439636	0	0
439637	439637	0	0
439512	439512	0	0
439513	439513	0	0
439514	439514	0	0
439515	439515	0	0
439518	439518	0	0
439519	439519	0	0
439542	439542	0	0
439543	439543	0	0
439551	439551	0	0
439552	439552	0	0
439553	439553	0	0
4000628	4000628	0	0
4000629	4000629	0	0
4000630	4000630	0	0
4000631	4000631	0	0
4000632	4000632	0	0
4000633	4000633	0	0
4000635	4000635	0	0
4000636	4000636	0	0
4000637	4000637	0	0
4004336	4004336	0	0
4004337	4004337	0	0
4004338	4004338	0	0
4004339	4004339	0	0
4004340	4004340	0	0
4004341	4004341	0	0
4004342	4004342	0	0
4004343	4004343	0	0
4004344	4004344	0	0
4027139	4027139	0	0
4026953	4026953	0	0
4026928	4026928	0	0
4026776	4026776	0	0
4026639	4026639	0	0
4026480	4026480	0	0
4026502	4026502	0	0
4026520	4026520	0	0
4026103	4026103	0	0
4028630	4028630	0	0
4028649	4028649	0	0
4028653	4028653	0	0
4028662	4028662	0	0
4028664	4028664	0	0
4028668	4028668	0	0
4028669	4028669	0	0
4028491	4028491	0	0
4028496	4028496	0	0
4028503	4028503	0	0
4028422	4028422	0	0
4028315	4028315	0	0
4028316	4028316	0	0
4028327	4028327	0	0
4028328	4028328	0	0
4028342	4028342	0	0
4028362	4028362	0	0
4028370	4028370	0	0
4008949	4008949	0	0
4008950	4008950	0	0
4008951	4008951	0	0
442029	442029	0	0
442030	442030	0	0
442031	442031	0	0
439571	439571	0	0
439572	439572	0	0
439573	439573	0	0
439574	439574	0	0
439575	439575	0	0
439576	439576	0	0
439579	439579	0	0
439580	439580	0	0
439581	439581	0	0
439582	439582	0	0
439583	439583	0	0
439584	439584	0	0
439585	439585	0	0
439586	439586	0	0
439587	439587	0	0
439588	439588	0	0
439589	439589	0	0
439590	439590	0	0
439591	439591	0	0
439592	439592	0	0
439593	439593	0	0
439594	439594	0	0
439595	439595	0	0
439596	439596	0	0
439597	439597	0	0
439598	439598	0	0
439599	439599	0	0
439600	439600	0	0
439601	439601	0	0
439602	439602	0	0
439603	439603	0	0
439604	439604	0	0
439605	439605	0	0
439606	439606	0	0
439607	439607	0	0
439608	439608	0	0
439609	439609	0	0
439610	439610	0	0
4007924	4007924	0	0
4007925	4007925	0	0
4007926	4007926	0	0
444151	444151	0	0
4016037	4016037	0	0
4016038	4016038	0	0
4016040	4016040	0	0
4016041	4016041	0	0
4016042	4016042	0	0
4016043	4016043	0	0
4016044	4016044	0	0
4016048	4016048	0	0
4016049	4016049	0	0
4016066	4016066	0	0
4015836	4015836	0	0
4015851	4015851	0	0
4015852	4015852	0	0
4015881	4015881	0	0
4015882	4015882	0	0
4015883	4015883	0	0
4015884	4015884	0	0
4015885	4015885	0	0
4015886	4015886	0	0
4015887	4015887	0	0
4015888	4015888	0	0
4015889	4015889	0	0
439370	439370	0	0
439371	439371	0	0
4016452	4016452	0	0
4016453	4016453	0	0
4016454	4016454	0	0
4016455	4016455	0	0
4016460	4016460	0	0
4016461	4016461	0	0
4016462	4016462	0	0
4016463	4016463	0	0
4016464	4016464	0	0
4016479	4016479	0	0
4016484	4016484	0	0
4016485	4016485	0	0
4016486	4016486	0	0
4016489	4016489	0	0
4016561	4016561	0	0
4016562	4016562	0	0
4016563	4016563	0	0
4016564	4016564	0	0
4016565	4016565	0	0
4016566	4016566	0	0
4016567	4016567	0	0
4016568	4016568	0	0
4016569	4016569	0	0
4016570	4016570	0	0
4016571	4016571	0	0
4016572	4016572	0	0
4016573	4016573	0	0
4016574	4016574	0	0
4016575	4016575	0	0
4016576	4016576	0	0
4016577	4016577	0	0
4016578	4016578	0	0
4016579	4016579	0	0
4016580	4016580	0	0
4016581	4016581	0	0
4016316	4016316	0	0
4016317	4016317	0	0
4016318	4016318	0	0
4016319	4016319	0	0
4016320	4016320	0	0
4016321	4016321	0	0
4016322	4016322	0	0
4016323	4016323	0	0
4016324	4016324	0	0
4016325	4016325	0	0
4016330	4016330	0	0
4016347	4016347	0	0
4013220	4013220	0	0
4013221	4013221	0	0
4013223	4013223	0	0
4013228	4013228	0	0
4013232	4013232	0	0
4013249	4013249	0	0
4013252	4013252	0	0
4013272	4013272	0	0
4012999	4012999	0	0
4013000	4013000	0	0
4013004	4013004	0	0
4016451	4016451	0	0
4013005	4013005	0	0
4013044	4013044	0	0
4013056	4013056	0	0
4013061	4013061	0	0
4013064	4013064	0	0
4013100	4013100	0	0
4013107	4013107	0	0
4013182	4013182	0	0
4013183	4013183	0	0
4013184	4013184	0	0
4028371	4028371	0	0
4028372	4028372	0	0
4028374	4028374	0	0
4028386	4028386	0	0
4028195	4028195	0	0
4028207	4028207	0	0
4028232	4028232	0	0
4028234	4028234	0	0
4028235	4028235	0	0
4028240	4028240	0	0
4028247	4028247	0	0
4028249	4028249	0	0
4028121	4028121	0	0
4028023	4028023	0	0
4028029	4028029	0	0
4028044	4028044	0	0
4028049	4028049	0	0
4028055	4028055	0	0
4028084	4028084	0	0
4028090	4028090	0	0
4028092	4028092	0	0
4027932	4027932	0	0
4027945	4027945	0	0
438668	438668	0	0
438921	438921	0	0
438922	438922	0	0
438931	438931	0	0
438938	438938	0	0
438939	438939	0	0
438943	438943	0	0
438944	438944	0	0
438947	438947	0	0
442719	442719	0	0
442720	442720	0	0
442722	442722	0	0
442723	442723	0	0
442724	442724	0	0
442725	442725	0	0
442727	442727	0	0
442728	442728	0	0
442729	442729	0	0
442730	442730	0	0
442731	442731	0	0
442732	442732	0	0
442733	442733	0	0
4007927	4007927	0	0
4007928	4007928	0	0
4007929	4007929	0	0
4007930	4007930	0	0
4007931	4007931	0	0
4007932	4007932	0	0
4007933	4007933	0	0
4007934	4007934	0	0
4007935	4007935	0	0
4007301	4007301	0	0
4007302	4007302	0	0
4007303	4007303	0	0
4007305	4007305	0	0
4027891	4027891	0	0
4027892	4027892	0	0
4027893	4027893	0	0
4027894	4027894	0	0
4027895	4027895	0	0
4027896	4027896	0	0
4027898	4027898	0	0
4027899	4027899	0	0
4027900	4027900	0	0
4027901	4027901	0	0
4027902	4027902	0	0
4027904	4027904	0	0
4029935	4029935	0	0
4029941	4029941	0	0
4029957	4029957	0	0
4029960	4029960	0	0
4029962	4029962	0	0
4029963	4029963	0	0
4029777	4029777	0	0
4029791	4029791	0	0
4029817	4029817	0	0
4029824	4029824	0	0
4029825	4029825	0	0
4029826	4029826	0	0
4029828	4029828	0	0
4029829	4029829	0	0
4029837	4029837	0	0
4029838	4029838	0	0
4029631	4029631	0	0
4029637	4029637	0	0
4029721	4029721	0	0
4029481	4029481	0	0
4029485	4029485	0	0
4029520	4029520	0	0
4029542	4029542	0	0
4029551	4029551	0	0
4029606	4029606	0	0
4029619	4029619	0	0
4029353	4029353	0	0
4029360	4029360	0	0
4029364	4029364	0	0
4029369	4029369	0	0
4029370	4029370	0	0
4029444	4029444	0	0
4029456	4029456	0	0
4029463	4029463	0	0
4029468	4029468	0	0
4029183	4029183	0	0
439375	439375	0	0
439376	439376	0	0
439391	439391	0	0
439395	439395	0	0
439441	439441	0	0
439442	439442	0	0
439444	439444	0	0
439445	439445	0	0
439446	439446	0	0
439447	439447	0	0
439448	439448	0	0
439449	439449	0	0
439450	439450	0	0
439451	439451	0	0
439452	439452	0	0
439456	439456	0	0
439457	439457	0	0
439459	439459	0	0
439460	439460	0	0
439461	439461	0	0
439462	439462	0	0
439463	439463	0	0
439464	439464	0	0
439470	439470	0	0
439471	439471	0	0
439472	439472	0	0
439473	439473	0	0
439474	439474	0	0
439475	439475	0	0
439479	439479	0	0
439480	439480	0	0
439491	439491	0	0
4045767	4045767	0	0
4045768	4045768	0	0
4045770	4045770	0	0
4045771	4045771	0	0
4045773	4045773	0	0
4045774	4045774	0	0
4045775	4045775	0	0
4045776	4045776	0	0
4045777	4045777	0	0
4045778	4045778	0	0
4045779	4045779	0	0
4045780	4045780	0	0
4024235	4024235	0	0
4024249	4024249	0	0
4024253	4024253	0	0
4024254	4024254	0	0
4024256	4024256	0	0
4024257	4024257	0	0
4024264	4024264	0	0
4024272	4024272	0	0
4024284	4024284	0	0
4024292	4024292	0	0
4027906	4027906	0	0
4013185	4013185	0	0
4013186	4013186	0	0
4013187	4013187	0	0
443819	443819	0	0
443848	443848	0	0
443849	443849	0	0
443850	443850	0	0
443851	443851	0	0
443852	443852	0	0
4015729	4015729	0	0
4015731	4015731	0	0
4015732	4015732	0	0
4015733	4015733	0	0
4015734	4015734	0	0
4015735	4015735	0	0
4015737	4015737	0	0
4015739	4015739	0	0
4015769	4015769	0	0
4015770	4015770	0	0
4015771	4015771	0	0
4015772	4015772	0	0
4015773	4015773	0	0
4015774	4015774	0	0
4015775	4015775	0	0
4015776	4015776	0	0
4015777	4015777	0	0
4015778	4015778	0	0
4015779	4015779	0	0
4015780	4015780	0	0
4015781	4015781	0	0
4015782	4015782	0	0
4015783	4015783	0	0
4015784	4015784	0	0
4015785	4015785	0	0
4015786	4015786	0	0
4015787	4015787	0	0
4015788	4015788	0	0
4015789	4015789	0	0
4015791	4015791	0	0
4015792	4015792	0	0
4015793	4015793	0	0
4015794	4015794	0	0
4015795	4015795	0	0
4015796	4015796	0	0
4015797	4015797	0	0
442734	442734	0	0
435151	435151	0	0
435153	435153	0	0
435154	435154	0	0
432507	432507	0	0
432509	432509	0	0
432512	432512	0	0
442402	442402	0	0
442451	442451	0	0
4029204	4029204	0	0
4029298	4029298	0	0
4029306	4029306	0	0
437197	437197	0	0
437449	437449	0	0
437453	437453	0	0
437454	437454	0	0
437460	437460	0	0
437463	437463	0	0
442865	442865	0	0
442866	442866	0	0
442868	442868	0	0
442869	442869	0	0
442872	442872	0	0
442875	442875	0	0
442876	442876	0	0
442877	442877	0	0
4027907	4027907	0	0
4027908	4027908	0	0
4027909	4027909	0	0
4027910	4027910	0	0
4027911	4027911	0	0
4027912	4027912	0	0
4027773	4027773	0	0
4027688	4027688	0	0
4027695	4027695	0	0
4027736	4027736	0	0
4027738	4027738	0	0
4027739	4027739	0	0
4027740	4027740	0	0
4027544	4027544	0	0
4027545	4027545	0	0
4027546	4027546	0	0
4027578	4027578	0	0
4027625	4027625	0	0
4027658	4027658	0	0
4027515	4027515	0	0
4027518	4027518	0	0
4027519	4027519	0	0
4027521	4027521	0	0
4027319	4027319	0	0
4027361	4027361	0	0
4027362	4027362	0	0
4027363	4027363	0	0
4027364	4027364	0	0
4027394	4027394	0	0
4027397	4027397	0	0
4027398	4027398	0	0
